transcript	gene	bp	covered_bp	all	syn	mis	non	rdt	css	frameshift
NM_032836	FIZ1	1491	1491	-4.62702850337	-5.08843332032	-4.82039585779	-6.55394583535	-7.72138753786	-7.59436101551	-6.02483504737
NM_170720	KCNJ14	1311	1311	-4.70535829391	-5.20513382018	-4.88360765675	-6.45538787598	-7.54413893712	-7.69864239141	-6.08070999913
NM_170711	DAZAP1	1137	1137	-4.66353394441	-5.14839027833	-4.8780061331	-6.10521466133	-7.71094244391	-6.26198324697	-6.14255222613
NM_053046	EGLN2	1224	1224	-4.5842791709	-5.09767856301	-4.76529715881	-6.16072207357	-7.6932016517	-6.74316113954	-6.11053127301
NM_004146	NDUFB7	414	414	-5.11782820792	-5.67258675956	-5.27638300038	-6.90276038693	-7.71316495214	-7.20675266394	-6.5813123497
NM_001080429	CAMSAP3	3831	3831	-4.2223183473	-4.70532351992	-4.41544832454	-5.9128763258	-7.59018168741	-6.25314777226	-5.61500053884
NM_014047	C19orf53	300	300	-5.18636747157	-5.68691610694	-5.36906877116	-7.14731004049	-7.7447616764	-7.04431239628	-6.7211914361
NM_138358	C19orf52	783	783	-4.9851647446	-5.43068035139	-5.19392665636	-6.66548551538	-7.62892878427	NA	-6.30455092876
NM_032753	RAX2	555	555	-5.24074410824	-5.77497088772	-5.4029657567	-7.05873974538	NA	-7.61431493615	-6.4540197077
NM_024323	C19orf57	1914	1914	-4.53240810447	-5.03811070677	-4.72060468569	-6.059228549	-7.69109699173	-6.57176509565	-5.91637075738
NM_199285	PRR19	1071	1071	-4.7718742801	-5.33994005681	-4.92699333549	-6.35316436776	-7.74527693021	-7.33936628247	-6.16852321999
NM_145173	DIRAS1	597	597	-4.801835429	-5.27735895938	-4.98908762223	-6.67560366933	-7.71908057334	-7.75932579079	-6.42233835969
NM_032298	SYT3	1773	1773	-4.47170788919	-4.9622915224	-4.66346703824	-6.06789192295	-7.72139566334	-6.57444444933	-5.94960395522
NM_004646	NPHS1	3726	3726	-4.12879519337	-4.61873326547	-4.32650088552	-5.71851136457	-7.84293062059	-5.92070635782	-5.62706984026
NM_012377	OR7C2	960	960	-4.90343369375	-5.41894165821	-5.07408137507	-6.69360708704	-7.60223612924	-7.70556410175	-6.21604145778
NM_001042522	SPRED3	1233	1233	-4.90902794501	-5.41995596979	-5.102526494	-6.31548996815	NA	-6.8322623779	-6.10734961422
NM_198944	OR7C1	963	963	-4.88582949685	-5.38005732798	-5.06596293375	-6.68617932977	-7.70891361	-7.65239627492	-6.2146864037
NM_018025	GPATCH1	2796	2796	-4.37912768121	-4.90703593814	-4.57582876286	-5.69751000242	-7.83371999724	-6.0937246025	-5.75177552375
NM_014516	CNOT3	2262	2262	-4.38044007964	-4.89065622779	-4.57291465932	-5.97088113112	-7.67596738825	-6.0195782548	-5.84382009023
NM_022904	RASAL3	3036	3036	-4.41291900314	-4.97088245583	-4.57515493732	-5.87462856445	-7.74378391629	NA	-5.7160109236
NM_001083335	ZFP112	2742	2742	-4.51156334646	-5.11095931772	-4.66564297585	-5.87164168986	-7.78071040597	-7.04126156611	-5.76024524037
NM_001687	ATP5D	507	507	-5.19279395506	-5.60220636101	-5.42380743095	-7.24701407522	NA	-7.04263093247	-6.49330473149
NM_012268	PLD3	1473	1473	-4.57045339555	-5.0879148062	-4.75443889214	-6.15389362385	-7.74478225802	-6.39984442398	-6.03010994398
NM_001010879	ZIK1	1464	1464	-4.75565487592	-5.33187216878	-4.91759641673	-6.19131454341	-7.5646140881	-6.86903938183	-6.0327716141
NM_006397	RNASEH2A	900	900	-4.78673210738	-5.29366285473	-4.97769582931	-6.40550322139	-7.71292061165	-6.50085744564	-6.24407018138
NM_203471	LGALS14	507	507	-5.12766578777	-5.72174889529	-5.29526776499	-6.4726351227	-7.77715119747	-6.86976769827	-6.49330473149
NM_020880	ZNF530	1800	1800	-4.67351376755	-5.27480070134	-4.83969537863	-5.87023748253	-7.7240154728	-7.19100700999	-5.94304018572
NM_001533	HNRNPL	1770	1770	-4.58996786843	-5.10571293203	-4.77596604241	-6.21243979531	-7.86662031015	-6.31077216901	-5.95033942446
NM_003009	SEPW1	264	264	-5.30832474404	-5.75238037332	-5.5259725217	-6.80550112623	-7.88743234519	NA	-6.77670876395
NM_004831	MED26	1803	1803	-4.42932986849	-4.92106161723	-4.61628159012	-6.02786467762	-7.68074861508	-7.19181672609	-5.9423169641
NM_017721	CC2D1A	2856	2856	-4.27268271015	-4.79552710764	-4.45790292138	-5.8825271412	-7.72218526199	-5.92504625507	-5.74255448772
NM_198988	LENG9	1506	1506	-4.6583268947	-5.13995425495	-4.84822874469	-6.29079599541	-7.65928436561	NA	-6.02048771896
NM_006830	UQCR11	171	171	-5.43303787379	-5.96841618505	-5.60839004945	-7.03254136011	-7.88191684914	-7.35370273102	-6.96531658043
NM_001771	CD22	2544	2544	-4.39090405777	-4.89696570376	-4.59112300516	-5.77766182011	-7.72443034956	-6.18654719258	-5.79279558384
NM_144616	JSRP1	996	996	-4.69019439154	-5.18092157666	-4.87841501233	-6.54137883177	NA	-6.52715829855	-6.2000533524
NM_021915	ZNF69	450	450	-5.3073465634	-5.87866592079	-5.48660882409	-6.77059799756	-7.80126570416	-6.79916316368	-6.54510017705
NM_001159323	PLA2G4C	1584	1584	-4.62257111139	-5.15147645033	-4.81820603587	-6.01704489683	-8.04671830296	-6.20582878045	-5.99855751357
NM_001193268	EML2	2553	2553	-4.43945802059	-4.94186008247	-4.63459721178	-6.03307548208	-7.66881133784	-6.10951077591	-5.79126187602
NM_015675	GADD45B	483	483	-4.91455914115	-5.37160989343	-5.12621201499	-6.52681634684	-7.75002015191	-6.88245455244	-6.51436556007
NM_206833	CTXN1	249	249	-5.12075066179	-5.53066960389	-5.34349568731	-7.12780680529	-7.76274519049	NA	-6.80211334372
NM_001299	CNN1	894	894	-4.75593886441	-5.24870517008	-4.95213435079	-6.34673432903	-7.71364290424	-6.57430068383	-6.24697517202
NM_016496	MARCH2	741	741	-4.79774108261	-5.28961145781	-4.98736803169	-6.47037782339	-7.60177614113	-6.85486795316	-6.32849448284
NM_001114093	LSM14A	1392	1392	-4.68681337473	-5.29621384595	-4.84453657628	-6.0839366183	NA	-6.416197914	-6.05467345555
NM_017636	TRPM4	3645	3645	-4.1521772776	-4.67409862604	-4.33317019784	-5.81238357524	-7.74392866485	-5.89618030768	-5.63661515817
NM_205767	C19orf70	357	357	-5.33744293379	-5.84310711852	-5.53799050517	-6.82528144025	NA	-6.93627259861	-6.64564447471
NM_018111	C19orf73	390	390	-5.01126218516	-5.50952927627	-5.18663042134	-7.007215435	-7.69230097956	-7.60429330204	-6.60724808379
NM_182973	TMPRSS9	3180	3180	-4.19674948884	-4.68329467154	-4.39129614524	-5.83870512529	-7.65931131959	-6.12703163883	-5.69588557084
NM_012423	RPL13A	612	612	-4.96685643565	-5.56456594072	-5.13416545509	-6.33539392666	-7.7419616887	-6.61049216448	-6.41156126867
NM_015063	SLC8A2	2766	2766	-4.2299742814	-4.67128246316	-4.43947517898	-6.07463535149	-7.75518686543	-6.443829316	-5.75646051505
NM_001405	EFNA2	642	642	-4.85553333306	-5.29401425853	-5.07175711086	-6.5721452627	-7.7167438083	-6.99533695283	-6.39077766275
NM_145046	CALR3	1155	1155	-4.73199208407	-5.23334518073	-4.94241271688	-6.0464955067	-7.70394341907	-6.44827238894	-6.13573070659
NM_024310	PLEKHF1	840	840	-4.77670043433	-5.25586109577	-4.96675986221	-6.48110690728	-7.69569590616	-7.5446796332	-6.27403340476
NM_172139	IL28B	591	591	-4.97016423598	-5.50064434425	-5.14745400446	-6.6263395129	-7.71115625486	-6.75296885169	-6.42672520994
NM_025061	LRRC8E	2391	2391	-4.34843517376	-4.83128884805	-4.53781341826	-5.98906708025	-7.60176903109	-7.33775222803	-5.8197331147
NM_033557	YIF1B	852	852	-4.79811011575	-5.29555573958	-4.99179608309	-6.59135073958	-7.74774693155	-6.40914389145	-6.26787309605
NM_004368	CNN2	930	930	-4.7404034359	-5.21147772666	-4.94684011476	-6.46199559092	-7.74123268077	-6.43215640162	-6.22982974227
NM_144688	CCDC155	1689	1689	-4.67770725327	-5.23004376796	-4.84138521437	-6.15037111574	NA	NA	-5.97068304125
NM_012114	CASP14	729	729	-4.90315322097	-5.47002192024	-5.07716285408	-6.30864532052	-7.68386808798	-6.64639125279	-6.3355851625
NM_017805	RASIP1	2892	2892	-4.4880846192	-5.01917612109	-4.66627484859	-5.99976701989	-7.77671705364	-6.45187449848	-5.7371144022
NM_003260	TLE2	2232	2232	-4.36043626491	-4.81671535491	-4.56513958343	-5.95029746824	-7.75148704017	NA	-5.84961850055
NM_002819	PTBP1	1674	1674	-4.42856369628	-4.87871691263	-4.64232309264	-6.29656098633	-7.71089413994	-6.12846408306	-5.97455723716
NM_001815	CEACAM3	759	759	-4.93016101792	-5.45262753797	-5.13100025039	-6.38034409105	-7.72563199869	-6.41286006181	-6.31807091492
NM_032037	TSSK6	822	822	-4.59703475027	-5.04766536843	-4.80293453077	-6.26496867572	-7.71443478941	-7.59149694718	-6.28344087328
NM_001080401	PPM1N	1293	1293	-4.74401270606	-5.23162550076	-4.92896631936	-6.43721043776	-7.68149837888	NA	-6.08671416594
NM_014364	GAPDHS	1227	1227	-4.60304219335	-5.10375522764	-4.80096753864	-6.1052830211	-7.72510684678	-6.34542833625	-6.10946812809
NM_002866	RAB3A	663	663	-4.84352336391	-5.33528891161	-5.03207020179	-6.56103341982	-7.74390019092	-6.86676268263	-6.37679916242
NM_001199196	ARMC6	1506	1506	-4.54155807176	-5.04892584879	-4.73099712297	-6.03352848118	-7.55364044924	-6.56761757381	-6.02048771896
NM_001256849	POLD1	3324	3324	-4.19102496867	-4.69759942188	-4.37335941553	-5.94364640221	-7.6891047784	-6.06462307322	-5.67665167571
NM_018273	TMEM143	1380	1380	-4.53948869582	-5.03683612959	-4.7266054971	-6.21013318244	-7.74390602234	-6.54352347406	-6.05843360442
NM_138393	REEP6	555	555	-4.95620624188	-5.38347583493	-5.19797449937	-6.54048160837	-7.75013899881	-6.55192675673	-6.4540197077
NM_021733	TSKS	1779	1779	-4.45218199323	-4.9462140015	-4.64787975183	-5.99171232051	-7.70105566395	-6.34760851684	-5.94813674274
NM_024690	MUC16	43524	43524	-3.29356527726	-3.83109636728	-3.45560316007	-4.96507444678	-7.55351983637	NA	-4.55958388919
NM_024038	C19orf43	531	531	-5.43295155395	-5.91882366246	-5.63425902506	-7.15619207708	-7.55489027188	-7.18276659082	-6.47321816974
NM_001077624	ZNF846	1602	1602	-4.74672342951	-5.34475842051	-4.90801483232	-6.07532680888	-7.74760791556	-6.74788482652	-5.99365017907
NM_173633	TMEM145	1482	1482	-4.5573115488	-5.04594639976	-4.76922584135	-6.0181175632	-7.69593131217	-6.13953620374	-6.02746448718
NM_033317	DMKN	1431	1431	-4.65186086408	-5.14859532031	-4.86187363694	-6.10349884251	-7.69072015429	-6.19630879606	-6.04267305706
NM_198537	YJEFN3	900	900	-4.68820905778	-5.1471411925	-4.89043812456	-6.56282023959	-7.70735915797	-6.67208178609	-6.24407018138
NM_033204	ZNF101	1311	1311	-4.74511870785	-5.33895771102	-4.90963179976	-6.02647372634	-7.78294551111	-6.88120987618	-6.08070999913
NM_014385	SIGLEC7	1404	1404	-4.69509052656	-5.22565106605	-4.88031812008	-6.11054735558	-7.84274158727	-6.5699072109	-6.05094558303
NM_032207	C19orf44	1974	1974	-4.49111063994	-4.96345809059	-4.68907669217	-6.17080780459	-7.72099711284	-6.61220808736	-5.90296554249
NM_001256648	ZNF43	2412	2412	-4.60578203322	-5.20850815387	-4.75772873445	-5.99249560558	-7.70155030687	-7.03128497221	-5.81593538735
NM_003830	SIGLEC5	1656	1656	-4.57308656618	-5.07760507127	-4.76718999819	-6.04823038019	-7.72134392281	-6.45032861723	-5.97925235837
NM_174894	TRAPPC5	567	567	-4.88799367026	-5.34648304315	-5.08578970024	-6.73275272816	-7.71515562385	-7.56539814917	-6.44472963193
NM_001166034	SBSN	1773	1773	-4.91024261793	-5.38172748084	-5.11353312229	-6.52768929597	-7.86542320098	-6.87365227353	-5.94960395522
NM_033256	PPP1R14A	444	444	-5.38309078278	-5.9128044437	-5.56643899293	-7.1299154578	-7.70483187874	-6.96174020763	-6.55092972071
NM_001081442	LILRB5	1776	1776	-4.53725510822	-5.04558803598	-4.73279149215	-6.01753294957	-7.70934575562	-6.2691102434	-5.94886972938
NM_001081450	LILRB3	1899	1899	-4.54474610243	-5.06371070826	-4.73566350232	-5.99362293155	-7.70927707563	-6.32113794963	-5.91978772608
NM_006669	LILRB1	1953	1953	-4.48461702209	-4.98912408629	-4.67964593682	-6.00222912102	-7.70976936478	-6.23286749329	-5.90761044753
NM_012314	KIR2DS4	894	893	-4.87229225138	-5.35419858282	-5.0670128925	-6.39288063571	-7.70016244966	NA	-6.24746123193
NM_145288	ZNF296	1428	1428	-4.48114941921	-4.97037213834	-4.66900827592	-6.10536586285	-7.74429480368	-7.05313369961	-6.04358448338
NM_019104	LIN37	741	741	-4.90015105113	-5.50733031256	-5.05147298612	-6.25282355845	-7.64983841155	-7.91718705799	-6.32849448284
NM_004218	RAB11B	657	657	-4.81497919948	-5.29650045339	-5.01156557247	-6.6507002185	-7.66132410094	-6.55805873558	-6.38074732126
NM_003938	AP3D1	3462	3462	-4.17457992742	-4.65867698738	-4.37223917933	-5.89701323868	-7.77425255245	-5.90949641148	-5.65898562728
NM_025129	FUZ	1257	1257	-4.80881952116	-5.32230043962	-4.99893017362	-6.40049832235	-7.70929074467	-6.48483833514	-6.09897741313
NM_001294	CLPTM1	2010	2010	-4.3961318757	-4.88425500125	-4.59601112773	-5.92598328277	-7.70512775628	-6.25440140488	-5.8951166334
NM_138924	GAMT	810	810	-5.03626921026	-5.50808701522	-5.23701527602	-6.76483637015	NA	-6.88969502621	-6.28982767194
NM_138501	TECR	927	927	-4.7286239949	-5.24368381681	-4.92618336288	-6.34504734505	-7.74443713286	-6.18597452389	-6.23123295668
NM_052890	PGLYRP2	1731	1731	-4.48246301074	-4.98525762835	-4.66952571055	-6.00975808309	-7.70087393449	-6.74499241627	-5.96001562295
NM_005091	PGLYRP1	591	591	-4.92986800376	-5.47109781367	-5.10258738933	-6.43108495989	-7.74457533704	-7.05578413773	-6.42672520994
NM_006221	PIN1	492	492	-5.18059987465	-5.66496397528	-5.38432741432	-6.68817741674	-7.742880099	-7.07342329828	-6.50634758805
NM_001256440	C19orf47	1269	1269	-4.72354798162	-5.26042323357	-4.8898110536	-6.55742249297	-7.73052905712	-6.64636025559	-6.09485106873
NM_032878	ALKBH6	801	801	-5.01252391396	-5.54084590952	-5.20904288284	-6.40709984805	NA	-6.5749234931	-6.29468017474
NM_001004699	OR2Z1	945	945	-4.83206590096	-5.36331323088	-4.99668196553	-6.56832628384	-7.68093795767	-7.6741971169	-6.22288088231
NM_001101401	SBK2	1047	1047	-4.78614794184	-5.25007494956	-4.99060158979	-6.36417052428	-7.72679272288	-7.15317063677	-6.17836600914
NM_006509	RELB	1737	1736	-4.42975765554	-4.88632128308	-4.62975228761	-6.15093757067	-7.69684522854	NA	-5.95876296998
NM_001281	TBCB	735	735	-4.96420915304	-5.4592358092	-5.16817515279	-6.57653604263	-7.55409939736	-6.51827013182	-6.33202535174
NM_004917	KLK4	765	765	-4.80504279951	-5.2294447523	-5.03694288481	-6.52648975852	-7.8622962596	-6.56190684616	-6.31465125567
NM_001040283	DMRTC2	1104	1104	-4.78764654994	-5.365469888	-4.95461337866	-6.3477292116	-7.68018284478	-6.37246506137	-6.15534361743
NM_005046	KLK7	762	762	-4.90920584822	-5.40187497273	-5.10327197599	-6.54034139607	-7.84519441695	-6.75655986011	-6.31635771948
NM_199249	C19orf48	354	354	-5.30499235315	-5.84243841958	-5.47806341843	-6.82246315006	-7.77664859945	-7.62145771648	-6.64930942879
NM_000951	PRRG2	609	609	-5.15727473348	-5.71326793699	-5.33714641741	-6.63101449777	-7.747411992	-6.75981845515	-6.41369539819
NM_004819	SYMPK	3825	3825	-4.2014534396	-4.70668437977	-4.38992878356	-5.8361195333	-7.71417985051	-5.9936977533	-5.61568125133
NM_015174	ZFR2	2820	2820	-4.43759850196	-4.91293643541	-4.63124424041	-6.03899519428	NA	NA	-5.7480635825
NM_006505	PVR	1254	1254	-4.68115714953	-5.19688909184	-4.86766631092	-6.29124458594	-7.66190259389	-6.41234622919	-6.10001515433
NM_033113	ZNF628	3168	3168	-4.33337923817	-4.81128642976	-4.52367405258	-5.98990633984	NA	NA	-5.6975275179
NM_001145785	MEF2B	1107	1107	-4.83089184577	-5.3530578899	-5.02101397212	-6.36342857223	NA	-6.43829384135	-6.15416506994
NM_032433	ZNF333	1998	1998	-4.54794334015	-5.10752491701	-4.72838631541	-5.86762903143	-7.86266498597	-6.346283857	-5.89771720693
NM_002503	NFKBIB	1071	1071	-4.60254833705	-5.07327845828	-4.80542940837	-6.3973835867	-7.64992922436	-6.34717071348	-6.16852321999
NM_006179	NTF4	633	633	-5.00742219557	-5.62173423847	-5.14761228956	-6.51604884129	-7.74389955755	NA	-6.3969089808
NM_032482	DOT1L	4614	4614	-3.99797510738	-4.44576341317	-4.21043062764	-5.753342175	-7.71123456359	-5.90111443957	-5.53423510064
NM_004069	AP2S1	429	429	-5.07890164208	-5.62335604184	-5.26555810874	-6.4789773597	-7.72195875497	-6.74010568894	-6.56585539864
NM_207395	ZNF324B	1635	1635	-4.41768346117	-4.92661500557	-4.59760611889	-5.99346041959	-7.7429686401	-7.04374387689	-5.98479493382
NM_004491	ARHGAP35	4500	4500	-4.17616918226	-4.71806286322	-4.34580838326	-5.62055586816	-7.75479725157	NA	-5.54510017705
NM_152289	ZNF561	1461	1461	-4.84088137856	-5.46300499602	-4.98995504253	-6.19339001678	-7.72443950412	-7.0547816028	-6.03366247489
NM_182704	SELV	1041	1041	-5.2222217246	-5.67201293754	-5.43614905015	-6.78002383774	-7.42359190694	NA	-6.18086196131
NM_002000	FCAR	864	864	-4.88000745849	-5.41968511785	-5.06447596845	-6.25198458099	-7.83044848729	-6.73801567428	-6.26179894834
NM_024321	RBM42	1443	1443	-4.5963557621	-5.15440475667	-4.75890062557	-6.30672745255	-7.59226623395	-6.4186183601	-6.03904635973
NM_214710	PRSS57	852	852	-4.9224713892	-5.41682303839	-5.11490851529	-6.49842555096	NA	-6.87940191647	-6.26787309605
NM_024104	C19orf42	228	228	-5.36588718541	-5.864362256	-5.58157561552	-6.90263029553	-7.7800266011	-6.75122701042	-6.84037784382
NM_145208	MBD3L1	585	585	-5.12411026524	-5.68770836373	-5.28550148805	-6.60116464729	-7.8768667417	-7.79659446243	-6.43115682474
NM_144614	MBD3L2	627	627	-4.97977668018	-5.54244645306	-5.14543770124	-6.38655687775	NA	-7.35657296667	-6.40104514999
NM_030622	CYP2S1	1515	1515	-4.61459723933	-5.13562729214	-4.7912446542	-6.32960725059	-7.60309596681	-6.51405015149	-6.01790005798
NM_024877	CNTD2	924	924	-5.00399180022	-5.44359338357	-5.21247687176	-6.97430900525	NA	-7.15079610805	-6.2326407196
NM_033064	ATCAY	1116	1116	-4.69097680363	-5.15935471029	-4.88226052257	-6.50769110339	-7.74219256198	NA	-6.15064849622
NM_139172	TMEM190	534	534	-4.93491094415	-5.42737531397	-5.13288551834	-6.55975526693	-7.72423411216	-6.65652438586	-6.47077143379
NM_198532	C19orf35	1422	1422	-4.65962463653	-5.11645169503	-4.85948304697	-6.46986780113	-7.70429780841	-7.15777228107	-6.04541309443
NM_033520	C19orf33	321	321	-5.3625025691	-5.8028812554	-5.58823831826	-7.25457519439	-7.76181360775	-6.95128754661	-6.69180765842
NM_002776	KLK10	831	831	-4.7565934309	-5.23599351039	-4.95787955819	-6.30512900224	-7.66860501411	-6.76466065949	-6.27871166704
NM_144947	KLK11	849	849	-4.82918627678	-5.3711067678	-5.01606365657	-6.23272180897	-7.69066714107	-6.49287708694	-6.26940500058
NM_017509	KLK15	771	771	-4.80985954117	-5.34027418355	-4.97914192334	-6.59293290854	-7.68110143565	-6.80400509208	-6.31125831277
NM_024660	IGFLR1	1068	1068	-4.66336560418	-5.12653587233	-4.87181813837	-6.18235177986	-7.88552669672	-6.87665488109	-6.16974143813
NM_018049	PLEKHJ1	450	450	-5.22656588826	-5.76515344113	-5.40734216527	-6.89461733584	-7.73182333502	-6.80260250751	-6.54510017705
NM_007263	COPE	927	927	-4.76262472044	-5.21261061694	-4.98311896579	-6.35587743552	-7.74393758918	-6.53874685473	-6.23123295668
NM_031213	FAM108A1	1086	1086	-4.55050684727	-4.99056444381	-4.7619590846	-6.36165831518	-7.71321853153	-6.75124904094	-6.16248286557
NM_001410	MEGF8	8337	8337	-3.83616687553	-4.35170401759	-4.01310338738	-5.36612298555	NA	NA	-5.27730288932
NM_006801	KDELR1	639	639	-5.03879539229	-5.51399212506	-5.24743318659	-6.53512962705	NA	-6.86960926026	-6.39281183266
NM_000435	NOTCH3	6966	6966	-3.95839286757	-4.47522993558	-4.13846620945	-5.57877510762	-7.74391716037	-5.91367973384	-5.3553292207
NM_005306	FFAR2	993	993	-4.73343943217	-5.25220179955	-4.906778398	-6.35209820747	-7.68890578139	-7.70508422959	-6.20136344233
NM_005304	FFAR3	1041	1041	-4.72570215345	-5.21339563284	-4.91428492783	-6.33268741554	-7.73799283248	-7.63636978868	-6.18086196131
NM_018485	GPR77	1014	1014	-4.68466390657	-5.17486210086	-4.86867134846	-6.38847659199	-7.69053518628	-7.61862482055	-6.19227473582
NM_024074	TMEM38A	900	900	-4.78265334623	-5.25894695336	-4.98727520459	-6.34890571983	-7.72590002908	-6.65346492258	-6.24407018138
NM_015897	PIAS4	1533	1533	-4.49214946614	-4.93322703855	-4.71013732821	-6.19732294452	NA	-6.38672257022	-6.01277053597
NM_020933	ZNF317	1788	1788	-4.46641883201	-4.9431621995	-4.66789375594	-5.96531164952	-7.72137983807	-6.74223407412	-5.94594517636
NM_020410	ATP13A1	3615	3615	-4.18730360189	-4.67060509362	-4.37717536845	-5.78458119754	-7.78099260869	NA	-5.64020438919
NM_005498	AP1M2	1272	1272	-4.66132224598	-5.16869395791	-4.83944216263	-6.25419047369	NA	NA	-6.09382557951
NM_001142502	PPP1R13L	2487	2487	-4.27701202652	-4.71938985506	-4.49128651317	-6.04814791406	-7.71203908641	-6.23392219631	-5.80263690555
NM_031485	GRWD1	1341	1341	-4.53985903206	-5.04979994836	-4.72209719097	-6.16738796457	-7.74398009757	-6.56534397177	-6.07088391297
NM_001020	RPS16	441	441	-5.00975440956	-5.59219372391	-5.17340299241	-6.50416011393	-7.7088803133	-6.7456157871	-6.55387410135
NM_022835	PLEKHG2	4161	4161	-4.18451619348	-4.71883316911	-4.36390655309	-5.66059277864	-7.7217456775	-6.08855569855	-5.57911497503
NM_016573	GMIP	2913	2913	-4.26743523757	-4.78434949546	-4.45330625018	-5.81730222558	-7.69593390797	-6.07810744098	-5.73397220619
